length,deleting,Class
87026,0.0001,Set
87028,0.0234,Vector
87028,0.0002,Set
87030,0.0233,Vector
87030,0.0002,Set
87032,0.0234,Vector
87032,0.0001,Set
87034,0.0235,Vector
87034,0.0001,Set
87036,0.0235,Vector
87036,0.0001,Set
87038,0.0234,Vector
87038,0.0002,Set
87040,0.0234,Vector
87040,0.0001,Set
87042,0.0235,Vector
87042,0.0002,Set
87044,0.0234,Vector
87044,0.0001,Set
87046,0.0234,Vector
87046,0.0002,Set
87048,0.0235,Vector
87048,0.0002,Set
87050,0.0232,Vector
87050,0.0001,Set
87052,0.0234,Vector
87052,0.0002,Set
87054,0.0234,Vector
87054,0.0001,Set
87056,0.0235,Vector
87056,0.0002,Set
87058,0.0232,Vector
87058,0.0002,Set
87060,0.0234,Vector
87060,0.0001,Set
87062,0.0235,Vector
87062,0.0002,Set
87064,0.0234,Vector
87064,0.0002,Set
87066,0.0235,Vector
87066,0.0002,Set
87068,0.0235,Vector
87068,0.0001,Set
87070,0.0234,Vector
87070,0.0002,Set
87072,0.0233,Vector
87072,0.0001,Set
87074,0.0235,Vector
87074,0.0001,Set
87076,0.0235,Vector
87076,0.0002,Set
87078,0.0235,Vector
87078,0.0002,Set
87080,0.0234,Vector
87080,0.0002,Set
87082,0.0235,Vector
87082,0.0002,Set
87084,0.0235,Vector
87084,0.0001,Set
87086,0.0234,Vector
87086,0.0002,Set
87088,0.0233,Vector
87088,0.0001,Set
87090,0.0234,Vector
87090,0.0001,Set
87092,0.0235,Vector
87092,0.0001,Set
87094,0.0234,Vector
87094,0.0002,Set
87096,0.0234,Vector
87096,0.0002,Set
87098,0.0234,Vector
87098,0.0001,Set
87100,0.0236,Vector
87100,0.0002,Set
87102,0.0234,Vector
87102,0.0002,Set
87104,0.0234,Vector
87104,0.0002,Set
87106,0.0234,Vector
87106,0.0001,Set
87108,0.0235,Vector
87108,0.0001,Set
87110,0.0235,Vector
87110,0.0002,Set
87112,0.0235,Vector
87112,0.0001,Set
87114,0.0235,Vector
87114,0.0001,Set
87116,0.0235,Vector
87116,0.0002,Set
87118,0.0234,Vector
87118,0.0001,Set
87120,0.0246,Vector
87120,0.0002,Set
87122,0.0235,Vector
87122,0.0001,Set
87124,0.0234,Vector
87124,0.0002,Set
87126,0.0234,Vector
87126,0.0002,Set
87128,0.0235,Vector
87128,0.0002,Set
87130,0.0235,Vector
87130,0.0002,Set
87132,0.0234,Vector
87132,0.0002,Set
87134,0.0235,Vector
87134,0.0001,Set
87136,0.0234,Vector
87136,0.0002,Set
87138,0.0233,Vector
87138,0.0001,Set
87140,0.0234,Vector
87140,0.0001,Set
87142,0.0235,Vector
87142,0.0001,Set
87144,0.0235,Vector
87144,0.0002,Set
87146,0.0234,Vector
87146,0.0001,Set
87148,0.0234,Vector
87148,0.0002,Set
87150,0.0235,Vector
87150,0.0002,Set
87152,0.0235,Vector
87152,0.0002,Set
87154,0.0234,Vector
87154,0.0001,Set
87156,0.0235,Vector
87156,0.0001,Set
87158,0.0235,Vector
87158,0.0002,Set
87160,0.0235,Vector
87160,0.0002,Set
87162,0.0235,Vector
87162,0.0001,Set
87164,0.0235,Vector
87164,0.0001,Set
87166,0.0235,Vector
87166,0.0002,Set
87168,0.0235,Vector
87168,0.0002,Set
87170,0.0235,Vector
87170,0.0001,Set
87172,0.0235,Vector
87172,0.0002,Set
87174,0.0235,Vector
87174,0.0001,Set
87176,0.0235,Vector
87176,0.0001,Set
87178,0.0234,Vector
87178,0.0001,Set
87180,0.0235,Vector
87180,0.0002,Set
87182,0.0234,Vector
87182,0.0001,Set
87184,0.0235,Vector
87184,0.0001,Set
87186,0.0236,Vector
87186,0.0002,Set
87188,0.0234,Vector
87188,0.0001,Set
87190,0.0234,Vector
87190,0.0001,Set
87192,0.0235,Vector
87192,0.0001,Set
87194,0.0358,Vector
87194,0.0001,Set
87196,0.0236,Vector
87196,0.0002,Set
87198,0.0235,Vector
87198,0.0002,Set
87200,0.0233,Vector
87200,0.0001,Set
87202,0.0234,Vector
87202,0.0001,Set
87204,0.0234,Vector
87204,0.0001,Set
87206,0.0235,Vector
87206,0.0001,Set
87208,0.0234,Vector
87208,0.0001,Set
87210,0.0235,Vector
87210,0.0001,Set
87212,0.0235,Vector
87212,0.0002,Set
87214,0.0235,Vector
87214,0.0002,Set
87216,0.0234,Vector
87216,0.0001,Set
87218,0.0235,Vector
87218,0.0001,Set
87220,0.0235,Vector
87220,0.0002,Set
87222,0.0234,Vector
87222,0.0001,Set
87224,0.0235,Vector
87224,0.0002,Set
87226,0.0235,Vector
87226,0.0002,Set
87228,0.0235,Vector
87228,0.0002,Set
87230,0.0234,Vector
87230,0.0001,Set
87232,0.0234,Vector
87232,0.0001,Set
87234,0.0234,Vector
87234,0.0001,Set
87236,0.0235,Vector
87236,0.0002,Set
87238,0.0235,Vector
87238,0.0002,Set
87240,0.0234,Vector
87240,0.0001,Set
87242,0.0235,Vector
87242,0.0002,Set
87244,0.0236,Vector
87244,0.0002,Set
87246,0.0234,Vector
87246,0.0001,Set
87248,0.0234,Vector
87248,0.0001,Set
87250,0.0235,Vector
87250,0.0002,Set
87252,0.0235,Vector
87252,0.0001,Set
87254,0.0235,Vector
87254,0.0001,Set
87256,0.0235,Vector
87256,0.0001,Set
87258,0.0232,Vector
87258,0.0002,Set
87260,0.0236,Vector
87260,0.0002,Set
87262,0.0234,Vector
87262,0.0001,Set
87264,0.0235,Vector
87264,0.0002,Set
87266,0.0236,Vector
87266,0.0002,Set
87268,0.0235,Vector
87268,0.0002,Set
87270,0.0236,Vector
87270,0.0002,Set
87272,0.0234,Vector
87272,0.0001,Set
87274,0.0235,Vector
87274,0.0001,Set
87276,0.0235,Vector
87276,0.0001,Set
87278,0.0232,Vector
87278,0.0002,Set
87280,0.0236,Vector
87280,0.0002,Set
87282,0.0235,Vector
87282,0.0002,Set
87284,0.0235,Vector
87284,0.0002,Set
87286,0.0236,Vector
87286,0.0002,Set
87288,0.0235,Vector
87288,0.0001,Set
87290,0.0235,Vector
87290,0.0001,Set
87292,0.0234,Vector
87292,0.0001,Set
87294,0.0234,Vector
87294,0.0001,Set
87296,0.0234,Vector
87296,0.0001,Set
87298,0.0235,Vector
87298,0.0002,Set
87300,0.0234,Vector
87300,0.0001,Set
87302,0.0235,Vector
87302,0.0001,Set
87304,0.0235,Vector
87304,0.0002,Set
87306,0.0235,Vector
87306,0.0002,Set
87308,0.0235,Vector
87308,0.0002,Set
87310,0.0234,Vector
87310,0.0002,Set
87312,0.0235,Vector
87312,0.0001,Set
87314,0.0236,Vector
87314,0.0002,Set
87316,0.0235,Vector
87316,0.0002,Set
87318,0.0235,Vector
87318,0.0001,Set
87320,0.0235,Vector
87320,0.0001,Set
87322,0.0234,Vector
87322,0.0002,Set
87324,0.0235,Vector
87324,0.0002,Set
87326,0.0235,Vector
87326,0.0002,Set
87328,0.0235,Vector
87328,0.0002,Set
87330,0.0235,Vector
87330,0.0002,Set
87332,0.0235,Vector
87332,0.0002,Set
87334,0.0235,Vector
87334,0.0001,Set
87336,0.0236,Vector
87336,0.0002,Set
87338,0.0236,Vector
87338,0.0002,Set
87340,0.0235,Vector
87340,0.0003,Set
87342,0.0234,Vector
87342,0.0002,Set
87344,0.0235,Vector
87344,0.0001,Set
87346,0.0235,Vector
87346,0.0002,Set
87348,0.0235,Vector
87348,0.0002,Set
87350,0.0236,Vector
87350,0.0002,Set
87352,0.0235,Vector
87352,0.0002,Set
87354,0.0236,Vector
87354,0.0001,Set
87356,0.0236,Vector
87356,0.0002,Set
87358,0.0235,Vector
87358,0.0002,Set
87360,0.0236,Vector
87360,0.0002,Set
87362,0.0236,Vector
87362,0.0002,Set
87364,0.0236,Vector
87364,0.0002,Set
87366,0.0236,Vector
87366,0.0002,Set
87368,0.0235,Vector
87368,0.0002,Set
87370,0.0235,Vector
87370,0.0001,Set
87372,0.0235,Vector
87372,0.0001,Set
87374,0.0235,Vector
87374,0.0002,Set
87376,0.0236,Vector
87376,0.0002,Set
87378,0.0235,Vector
87378,0.0001,Set
87380,0.0234,Vector
87380,0.0001,Set
87382,0.0235,Vector
87382,0.0001,Set
87384,0.0236,Vector
87384,0.0002,Set
87386,0.0236,Vector
87386,0.0002,Set
87388,0.0235,Vector
87388,0.0001,Set
87390,0.0235,Vector
87390,0.0002,Set
87392,0.0236,Vector
87392,0.0002,Set
87394,0.0232,Vector
87394,0.0006,Set
87396,0.0235,Vector
87396,0.0002,Set
87398,0.0235,Vector
87398,0.0002,Set
87400,0.0235,Vector
87400,0.0002,Set
87402,0.0235,Vector
87402,0.0002,Set
87404,0.0235,Vector
87404,0.0002,Set
87406,0.0235,Vector
87406,0.0001,Set
87408,0.0235,Vector
87408,0.0002,Set
87410,0.0235,Vector
87410,0.0002,Set
87412,0.0236,Vector
87412,0.0002,Set
87414,0.0235,Vector
87414,0.0002,Set
87416,0.0236,Vector
87416,0.0002,Set
87418,0.0235,Vector
87418,0.0002,Set
87420,0.0236,Vector
87420,0.0001,Set
87422,0.0235,Vector
87422,0.0002,Set
87424,0.0236,Vector
87424,0.0002,Set
87426,0.0235,Vector
87426,0.0002,Set
87428,0.0235,Vector
87428,0.0001,Set
87430,0.0236,Vector
87430,0.0002,Set
87432,0.0235,Vector
87432,0.0002,Set
87434,0.0236,Vector
87434,0.0001,Set
87436,0.0235,Vector
87436,0.0002,Set
87438,0.0234,Vector
87438,0.0002,Set
87440,0.0234,Vector
87440,0.0001,Set
87442,0.0235,Vector
87442,0.0002,Set
87444,0.0237,Vector
87444,0.0002,Set
87446,0.0236,Vector
87446,0.0001,Set
87448,0.0235,Vector
87448,0.0002,Set
87450,0.0236,Vector
87450,0.0002,Set
87452,0.0236,Vector
87452,0.0002,Set
87454,0.0234,Vector
87454,0.0002,Set
87456,0.0236,Vector
87456,0.0002,Set
87458,0.0235,Vector
87458,0.0001,Set
87460,0.0236,Vector
87460,0.0002,Set
87462,0.0235,Vector
87462,0.0001,Set
87464,0.0235,Vector
87464,0.0002,Set
87466,0.0235,Vector
87466,0.0002,Set
87468,0.0236,Vector
87468,0.0002,Set
87470,0.0233,Vector
87470,0.0001,Set
87472,0.0235,Vector
87472,0.0002,Set
87474,0.0236,Vector
87474,0.0001,Set
87476,0.0236,Vector
87476,0.0002,Set
87478,0.0236,Vector
87478,0.0002,Set
87480,0.0236,Vector
87480,0.0002,Set
87482,0.0236,Vector
87482,0.0002,Set
87484,0.0235,Vector
87484,0.0003,Set
87486,0.0235,Vector
87486,0.0002,Set
87488,0.0236,Vector
87488,0.0002,Set
87490,0.0235,Vector
87490,0.0002,Set
87492,0.0235,Vector
87492,0.0001,Set
87494,0.0235,Vector
87494,0.0001,Set
87496,0.0236,Vector
87496,0.0002,Set
87498,0.0236,Vector
87498,0.0001,Set
87500,0.0233,Vector
87500,0.0002,Set
87502,0.0234,Vector
87502,0.0001,Set
87504,0.0236,Vector
87504,0.0002,Set
87506,0.0237,Vector
87506,0.0002,Set
87508,0.0236,Vector
87508,0.0001,Set
87510,0.0235,Vector
87510,0.0001,Set
87512,0.0236,Vector
87512,0.0001,Set
87514,0.0236,Vector
87514,0.0002,Set
87516,0.0236,Vector
87516,0.0002,Set
87518,0.0235,Vector
87518,0.0001,Set
87520,0.0236,Vector
87520,0.0002,Set
87522,0.0236,Vector
87522,0.0002,Set
87524,0.0235,Vector
87524,0.0001,Set
87526,0.0236,Vector
87526,0.0002,Set
87528,0.0239,Vector
87528,0.0002,Set
87530,0.0235,Vector
87530,0.0001,Set
87532,0.0236,Vector
87532,0.0002,Set
87534,0.0235,Vector
87534,0.0002,Set
87536,0.0235,Vector
87536,0.0001,Set
87538,0.0236,Vector
87538,0.0002,Set
87540,0.0236,Vector
87540,0.0002,Set
87542,0.0236,Vector
87542,0.0002,Set
87544,0.0236,Vector
87544,0.0001,Set
87546,0.0237,Vector
87546,0.0002,Set
87548,0.0236,Vector
87548,0.0001,Set
87550,0.0235,Vector
87550,0.0002,Set
87552,0.0236,Vector
87552,0.0001,Set
87554,0.0236,Vector
87554,0.0002,Set
87556,0.0236,Vector
87556,0.0002,Set
87558,0.0235,Vector
87558,0.0001,Set
87560,0.0236,Vector
87560,0.0002,Set
87562,0.0236,Vector
87562,0.0002,Set
87564,0.0236,Vector
87564,0.0001,Set
87566,0.0236,Vector
87566,0.0002,Set
87568,0.0235,Vector
87568,0.0001,Set
87570,0.0237,Vector
87570,0.0002,Set
87572,0.0236,Vector
87572,0.0002,Set
87574,0.0235,Vector
87574,0.0001,Set
87576,0.0237,Vector
87576,0.0001,Set
87578,0.0236,Vector
87578,0.0001,Set
87580,0.0235,Vector
87580,0.0002,Set
87582,0.0234,Vector
87582,0.0001,Set
87584,0.0235,Vector
87584,0.0001,Set
87586,0.0237,Vector
87586,0.0002,Set
87588,0.0236,Vector
87588,0.0001,Set
87590,0.0235,Vector
87590,0.0001,Set
87592,0.0236,Vector
87592,0.0002,Set
87594,0.0235,Vector
87594,0.0001,Set
87596,0.0236,Vector
87596,0.0001,Set
87598,0.0236,Vector
87598,0.0002,Set
87600,0.0236,Vector
87600,0.0002,Set
87602,0.0235,Vector
87602,0.0001,Set
87604,0.0235,Vector
87604,0.0001,Set
87606,0.0235,Vector
87606,0.0001,Set
87608,0.0235,Vector
87608,0.0002,Set
87610,0.0236,Vector
87610,0.0002,Set
87612,0.0235,Vector
87612,0.0001,Set
87614,0.0235,Vector
87614,0.0002,Set
87616,0.0236,Vector
87616,0.0002,Set
87618,0.0237,Vector
87618,0.0002,Set
87620,0.0236,Vector
87620,0.0002,Set
87622,0.0236,Vector
87622,0.0001,Set
87624,0.0236,Vector
87624,0.0002,Set
87626,0.0236,Vector
87626,0.0002,Set
87628,0.0235,Vector
87628,0.0002,Set
87630,0.0235,Vector
87630,0.0002,Set
87632,0.0235,Vector
87632,0.0002,Set
87634,0.0236,Vector
87634,0.0001,Set
87636,0.0236,Vector
87636,0.0002,Set
87638,0.0237,Vector
87638,0.0002,Set
87640,0.0236,Vector
87640,0.0002,Set
87642,0.0236,Vector
87642,0.0002,Set
87644,0.0236,Vector
87644,0.0002,Set
87646,0.0236,Vector
87646,0.0002,Set
87648,0.0235,Vector
87648,0.0002,Set
87650,0.0236,Vector
87650,0.0002,Set
87652,0.0237,Vector
87652,0.0002,Set
87654,0.0236,Vector
87654,0.0001,Set
87656,0.0236,Vector
87656,0.0002,Set
87658,0.0235,Vector
87658,0.0002,Set
87660,0.0237,Vector
87660,0.0002,Set
87662,0.0235,Vector
87662,0.0002,Set
87664,0.0234,Vector
87664,0.0001,Set
87666,0.0236,Vector
87666,0.0001,Set
87668,0.0235,Vector
87668,0.0002,Set
87670,0.0236,Vector
87670,0.0001,Set
87672,0.0236,Vector
87672,0.0001,Set
87674,0.0237,Vector
87674,0.0002,Set
87676,0.0236,Vector
87676,0.0001,Set
87678,0.0236,Vector
87678,0.0002,Set
87680,0.0236,Vector
87680,0.0002,Set
87682,0.0236,Vector
87682,0.0002,Set
87684,0.0236,Vector
87684,0.0001,Set
87686,0.0235,Vector
87686,0.0001,Set
87688,0.0237,Vector
87688,0.0002,Set
87690,0.0236,Vector
87690,0.0001,Set
87692,0.0236,Vector
87692,0.0002,Set
87694,0.0235,Vector
87694,0.0001,Set
87696,0.0237,Vector
87696,0.0002,Set
87698,0.0236,Vector
87698,0.0001,Set
87700,0.0236,Vector
87700,0.0001,Set
87702,0.0237,Vector
87702,0.0002,Set
87704,0.0236,Vector
87704,0.0002,Set
87706,0.0235,Vector
87706,0.0001,Set
87708,0.0237,Vector
87708,0.0001,Set
87710,0.0235,Vector
87710,0.0002,Set
87712,0.0236,Vector
87712,0.0001,Set
87714,0.0237,Vector
87714,0.0001,Set
87716,0.0236,Vector
87716,0.0002,Set
87718,0.0236,Vector
87718,0.0001,Set
87720,0.0236,Vector
87720,0.0002,Set
87722,0.0234,Vector
87722,0.0001,Set
87724,0.0236,Vector
87724,0.0002,Set
87726,0.0235,Vector
87726,0.0001,Set
87728,0.0235,Vector
87728,0.0002,Set
87730,0.0236,Vector
87730,0.0002,Set
87732,0.0237,Vector
87732,0.0002,Set
87734,0.0236,Vector
87734,0.0002,Set
87736,0.0237,Vector
87736,0.0002,Set
87738,0.0236,Vector
87738,0.0002,Set
87740,0.0236,Vector
87740,0.0001,Set
87742,0.0236,Vector
87742,0.0002,Set
87744,0.0236,Vector
87744,0.0002,Set
87746,0.0236,Vector
87746,0.0002,Set
87748,0.0236,Vector
87748,0.0002,Set
87750,0.0237,Vector
87750,0.0002,Set
87752,0.0236,Vector
87752,0.0001,Set
87754,0.0236,Vector
87754,0.0002,Set
87756,0.0237,Vector
87756,0.0002,Set
87758,0.0236,Vector
87758,0.0002,Set
87760,0.0236,Vector
87760,0.0001,Set
87762,0.0236,Vector
87762,0.0001,Set
87764,0.0236,Vector
87764,0.0001,Set
87766,0.0236,Vector
87766,0.0001,Set
87768,0.0237,Vector
87768,0.0002,Set
87770,0.0237,Vector
87770,0.0002,Set
87772,0.0236,Vector
87772,0.0001,Set
87774,0.0235,Vector
87774,0.0001,Set
87776,0.0236,Vector
87776,0.0002,Set
87778,0.0237,Vector
87778,0.0002,Set
87780,0.0236,Vector
87780,0.0001,Set
87782,0.0237,Vector
87782,0.0001,Set
87784,0.0236,Vector
87784,0.0002,Set
87786,0.0236,Vector
87786,0.0002,Set
87788,0.0236,Vector
87788,0.0001,Set
87790,0.0235,Vector
87790,0.0001,Set
87792,0.0237,Vector
87792,0.0002,Set
87794,0.0237,Vector
87794,0.0001,Set
87796,0.0237,Vector
87796,0.0001,Set
87798,0.0236,Vector
87798,0.0001,Set
87800,0.0233,Vector
87800,0.0002,Set
87802,0.0236,Vector
87802,0.0001,Set
87804,0.0236,Vector
87804,0.0002,Set
87806,0.0236,Vector
87806,0.0002,Set
87808,0.0236,Vector
87808,0.0001,Set
87810,0.0236,Vector
87810,0.0001,Set
87812,0.0237,Vector
87812,0.0002,Set
87814,0.0237,Vector
87814,0.0002,Set
87816,0.0236,Vector
87816,0.0002,Set
87818,0.0236,Vector
87818,0.0002,Set
87820,0.0236,Vector
87820,0.0002,Set
87822,0.0235,Vector
87822,0.0001,Set
87824,0.0236,Vector
87824,0.0001,Set
87826,0.0236,Vector
87826,0.0001,Set
87828,0.0235,Vector
87828,0.0001,Set
87830,0.0236,Vector
87830,0.0002,Set
87832,0.0237,Vector
87832,0.0002,Set
87834,0.0236,Vector
87834,0.0001,Set
87836,0.0236,Vector
87836,0.0002,Set
87838,0.0236,Vector
87838,0.0002,Set
87840,0.0237,Vector
87840,0.0002,Set
87842,0.0236,Vector
87842,0.0001,Set
87844,0.0237,Vector
87844,0.0002,Set
87846,0.0236,Vector
87846,0.0001,Set
87848,0.0237,Vector
87848,0.0002,Set
87850,0.0237,Vector
87850,0.0002,Set
87852,0.0237,Vector
87852,0.0002,Set
87854,0.0236,Vector
87854,0.0002,Set
87856,0.0237,Vector
87856,0.0002,Set
87858,0.0236,Vector
87858,0.0002,Set
87860,0.0236,Vector
87860,0.0001,Set
87862,0.0236,Vector
87862,0.0001,Set
87864,0.0236,Vector
87864,0.0002,Set
87866,0.0237,Vector
87866,0.0002,Set
87868,0.0237,Vector
87868,0.0001,Set
87870,0.0236,Vector
87870,0.0001,Set
87872,0.0236,Vector
87872,0.0002,Set
87874,0.0236,Vector
87874,0.0001,Set
87876,0.0237,Vector
87876,0.0001,Set
87878,0.0236,Vector
87878,0.0001,Set
87880,0.0237,Vector
87880,0.0002,Set
87882,0.0237,Vector
87882,0.0002,Set
87884,0.0236,Vector
87884,0.0001,Set
87886,0.0237,Vector
87886,0.0002,Set
87888,0.0236,Vector
87888,0.0001,Set
87890,0.0237,Vector
87890,0.0002,Set
87892,0.0236,Vector
87892,0.0001,Set
87894,0.0236,Vector
87894,0.0002,Set
87896,0.0236,Vector
87896,0.0001,Set
87898,0.0237,Vector
87898,0.0002,Set
87900,0.0237,Vector
87900,0.0002,Set
87902,0.0234,Vector
87902,0.0001,Set
87904,0.0237,Vector
87904,0.0002,Set
87906,0.0237,Vector
87906,0.0001,Set
87908,0.0237,Vector
87908,0.0002,Set
87910,0.0238,Vector
87910,0.0002,Set
87912,0.0237,Vector
87912,0.0002,Set
87914,0.0236,Vector
87914,0.0002,Set
87916,0.0236,Vector
87916,0.0001,Set
87918,0.0237,Vector
87918,0.0002,Set
87920,0.0235,Vector
87920,0.0002,Set
87922,0.0237,Vector
87922,0.0002,Set
87924,0.0237,Vector
87924,0.0002,Set
87926,0.0236,Vector
87926,0.0001,Set
87928,0.0237,Vector
87928,0.0002,Set
87930,0.0236,Vector
87930,0.0002,Set
87932,0.0237,Vector
87932,0.0002,Set
87934,0.0236,Vector
87934,0.0001,Set
87936,0.0235,Vector
87936,0.0002,Set
87938,0.0236,Vector
87938,0.0001,Set
87940,0.0237,Vector
87940,0.0002,Set
87942,0.0237,Vector
87942,0.0002,Set
87944,0.0236,Vector
87944,0.0002,Set
87946,0.0237,Vector
87946,0.0001,Set
87948,0.0236,Vector
87948,0.0002,Set
87950,0.0236,Vector
87950,0.0001,Set
87952,0.0236,Vector
87952,0.0001,Set
87954,0.0237,Vector
87954,0.0002,Set
87956,0.0237,Vector
87956,0.0002,Set
87958,0.0237,Vector
87958,0.0002,Set
87960,0.0237,Vector
87960,0.0002,Set
87962,0.0237,Vector
87962,0.0002,Set
87964,0.0237,Vector
87964,0.0002,Set
87966,0.0237,Vector
87966,0.0002,Set
87968,0.0237,Vector
87968,0.0002,Set
87970,0.0237,Vector
87970,0.0002,Set
87972,0.0236,Vector
87972,0.0001,Set
87974,0.0237,Vector
87974,0.0001,Set
87976,0.0237,Vector
87976,0.0001,Set
87978,0.0237,Vector
87978,0.0002,Set
87980,0.0237,Vector
87980,0.0002,Set
87982,0.0236,Vector
87982,0.0001,Set
87984,0.0236,Vector
87984,0.0002,Set
87986,0.0237,Vector
87986,0.0001,Set
87988,0.0237,Vector
87988,0.0002,Set
87990,0.0237,Vector
87990,0.0002,Set
87992,0.0236,Vector
87992,0.0001,Set
87994,0.0236,Vector
87994,0.0001,Set
87996,0.0237,Vector
87996,0.0002,Set
87998,0.0237,Vector
87998,0.0002,Set
88000,0.0236,Vector
88000,0.0001,Set
88002,0.0238,Vector
88002,0.0002,Set
88004,0.0237,Vector
88004,0.0002,Set
88006,0.0237,Vector
88006,0.0001,Set
88008,0.0236,Vector
88008,0.0001,Set
88010,0.0236,Vector
88010,0.0001,Set
88012,0.0237,Vector
88012,0.0002,Set
88014,0.0237,Vector
88014,0.0002,Set
88016,0.0236,Vector
88016,0.0002,Set
88018,0.0235,Vector
88018,0.0002,Set
88020,0.0236,Vector
88020,0.0001,Set
88022,0.0237,Vector
88022,0.0001,Set
88024,0.0238,Vector
88024,0.0002,Set
88026,0.0236,Vector
88026,0.0001,Set
88028,0.0236,Vector
88028,0.0001,Set
88030,0.0237,Vector
88030,0.0002,Set
88032,0.0236,Vector
88032,0.0001,Set
88034,0.0237,Vector
88034,0.0002,Set
88036,0.0237,Vector
88036,0.0002,Set
88038,0.0237,Vector
88038,0.0002,Set
88040,0.0237,Vector
88040,0.0001,Set
88042,0.0238,Vector
88042,0.0002,Set
88044,0.0237,Vector
88044,0.0002,Set
88046,0.0236,Vector
88046,0.0002,Set
88048,0.0237,Vector
88048,0.0002,Set
88050,0.0237,Vector
88050,0.0002,Set
88052,0.0237,Vector
88052,0.0001,Set
88054,0.0237,Vector
88054,0.0002,Set
88056,0.0237,Vector
88056,0.0002,Set
88058,0.0236,Vector
88058,0.0002,Set
88060,0.0237,Vector
88060,0.0001,Set
88062,0.0237,Vector
88062,0.0002,Set
88064,0.0237,Vector
88064,0.0002,Set
88066,0.0237,Vector
88066,0.0002,Set
88068,0.0237,Vector
88068,0.0002,Set
88070,0.0242,Vector
88070,0.0001,Set
88072,0.0238,Vector
88072,0.0002,Set
88074,0.0237,Vector
88074,0.0002,Set
88076,0.0237,Vector
88076,0.0001,Set
88078,0.0235,Vector
88078,0.0002,Set
88080,0.0237,Vector
88080,0.0002,Set
88082,0.0236,Vector
88082,0.0001,Set
88084,0.0237,Vector
88084,0.0002,Set
88086,0.0237,Vector
88086,0.0002,Set
88088,0.0236,Vector
88088,0.0001,Set
88090,0.0236,Vector
88090,0.0002,Set
88092,0.0237,Vector
88092,0.0002,Set
88094,0.0237,Vector
88094,0.0002,Set
88096,0.0237,Vector
88096,0.0002,Set
88098,0.0237,Vector
88098,0.0002,Set
88100,0.0238,Vector
88100,0.0002,Set
88102,0.0237,Vector
88102,0.0002,Set
88104,0.0237,Vector
88104,0.0001,Set
88106,0.0237,Vector
88106,0.0001,Set
88108,0.0236,Vector
88108,0.0002,Set
88110,0.0237,Vector
88110,0.0001,Set
88112,0.0237,Vector
88112,0.0002,Set
88114,0.0237,Vector
88114,0.0001,Set
88116,0.0238,Vector
88116,0.0002,Set
88118,0.0237,Vector
88118,0.0002,Set
88120,0.0236,Vector
88120,0.0002,Set
88122,0.0238,Vector
88122,0.0002,Set
88124,0.0237,Vector
88124,0.0002,Set
88126,0.0235,Vector
88126,0.0001,Set
88128,0.0237,Vector
88128,0.0001,Set
88130,0.0237,Vector
88130,0.0002,Set
88132,0.0238,Vector
88132,0.0002,Set
88134,0.0237,Vector
88134,0.0002,Set
88136,0.0238,Vector
88136,0.0002,Set
88138,0.0237,Vector
88138,0.0001,Set
88140,0.0238,Vector
88140,0.0002,Set
88142,0.0236,Vector
88142,0.0002,Set
88144,0.0236,Vector
88144,0.0002,Set
88146,0.0238,Vector
88146,0.0002,Set
88148,0.0237,Vector
88148,0.0001,Set
88150,0.0237,Vector
88150,0.0001,Set
88152,0.0237,Vector
88152,0.0001,Set
88154,0.0238,Vector
88154,0.0002,Set
88156,0.0237,Vector
88156,0.0002,Set
88158,0.0238,Vector
88158,0.0002,Set
88160,0.0238,Vector
88160,0.0002,Set
88162,0.0238,Vector
88162,0.0002,Set
88164,0.0237,Vector
88164,0.0002,Set
88166,0.0237,Vector
88166,0.0002,Set
88168,0.0237,Vector
88168,0.0001,Set
88170,0.0237,Vector
88170,0.0001,Set
88172,0.0237,Vector
88172,0.0002,Set
88174,0.0238,Vector
88174,0.0002,Set
88176,0.0237,Vector
88176,0.0002,Set
88178,0.0237,Vector
88178,0.0001,Set
88180,0.0237,Vector
88180,0.0002,Set
88182,0.0237,Vector
88182,0.0001,Set
88184,0.0237,Vector
88184,0.0001,Set
88186,0.0236,Vector
88186,0.0001,Set
88188,0.0237,Vector
88188,0.0001,Set
88190,0.0237,Vector
88190,0.0002,Set
88192,0.0237,Vector
88192,0.0001,Set
88194,0.0238,Vector
88194,0.0002,Set
88196,0.0237,Vector
88196,0.0001,Set
88198,0.0237,Vector
88198,0.0001,Set
88200,0.0238,Vector
88200,0.0002,Set
88202,0.0238,Vector
88202,0.0002,Set
88204,0.0237,Vector
88204,0.0002,Set
88206,0.0233,Vector
88206,0.0002,Set
88208,0.0237,Vector
88208,0.0002,Set
88210,0.0237,Vector
88210,0.0001,Set
88212,0.0238,Vector
88212,0.0002,Set
88214,0.0237,Vector
88214,0.0001,Set
88216,0.0238,Vector
88216,0.0001,Set
88218,0.0237,Vector
88218,0.0002,Set
88220,0.0237,Vector
88220,0.0002,Set
88222,0.0237,Vector
88222,0.0002,Set
88224,0.0237,Vector
88224,0.0001,Set
88226,0.0238,Vector
88226,0.0002,Set
88228,0.0238,Vector
88228,0.0002,Set
88230,0.0236,Vector
88230,0.0001,Set
88232,0.0237,Vector
88232,0.0002,Set
88234,0.0237,Vector
88234,0.0001,Set
88236,0.0238,Vector
88236,0.0001,Set
88238,0.0236,Vector
88238,0.0002,Set
88240,0.0237,Vector
88240,0.0002,Set
88242,0.0238,Vector
