length,deleting,Class
1300,0.0005,Vector
1300,0.0001,Set
1302,0.0005,Vector
1302,0.0001,Set
1304,0.0005,Vector
1304,0.0001,Set
1306,0.0005,Vector
1306,0.0001,Set
1308,0.0005,Vector
1308,0.0001,Set
1310,0.0005,Vector
1310,0.0001,Set
1312,0.0004,Vector
1312,0.0001,Set
1314,0.0011,Vector
1314,0.0001,Set
1316,0.0005,Vector
1316,0.0001,Set
1318,0.0005,Vector
1318,0.0001,Set
1320,0.0005,Vector
1320,0.0001,Set
1322,0.0006,Vector
1322,0.0001,Set
1324,0.0005,Vector
1324,0.0001,Set
1326,0.0006,Vector
1326,0.0001,Set
1328,0.0005,Vector
1328,0.0001,Set
1330,0.0005,Vector
1330,0.0001,Set
1332,0.0005,Vector
1332,0.0001,Set
1334,0.0005,Vector
1334,0.0001,Set
1336,0.0006,Vector
1336,0.0001,Set
1338,0.0005,Vector
1338,0.0001,Set
1340,0.0005,Vector
1340,0.0001,Set
1342,0.0005,Vector
1342,0.0001,Set
1344,0.0005,Vector
1344,0.0001,Set
1346,0.0005,Vector
1346,0.0001,Set
1348,0.0005,Vector
1348,0.0001,Set
1350,0.0006,Vector
1350,0.0001,Set
1352,0.0005,Vector
1352,0.0001,Set
1354,0.0006,Vector
1354,0.0001,Set
1356,0.0006,Vector
1356,0.0001,Set
1358,0.0006,Vector
1358,0.0001,Set
1360,0.0005,Vector
1360,0.0001,Set
1362,0.0005,Vector
1362,0.0001,Set
1364,0.0005,Vector
1364,0.0001,Set
1366,0.0006,Vector
1366,0.0001,Set
1368,0.0005,Vector
1368,0.0001,Set
1370,0.0005,Vector
1370,0.0001,Set
1372,0.0005,Vector
1372,0.0001,Set
1374,0.0005,Vector
1374,0.0001,Set
1376,0.0006,Vector
1376,0.0001,Set
1378,0.0005,Vector
1378,0.0001,Set
1380,0.0008,Vector
1380,0.0001,Set
1382,0.0005,Vector
1382,0.0001,Set
1384,0.0005,Vector
1384,0.0001,Set
1386,0.0005,Vector
1386,0.0001,Set
1388,0.0005,Vector
1388,0.0001,Set
1390,0.0006,Vector
1390,0.0001,Set
1392,0.0005,Vector
1392,0.0001,Set
1394,0.0005,Vector
1394,0.0001,Set
1396,0.0005,Vector
1396,0.0001,Set
1398,0.0005,Vector
1398,0.0001,Set
1400,0.0007,Vector
1400,0.0001,Set
1402,0.0005,Vector
1402,0.0001,Set
1404,0.0006,Vector
1404,0.0001,Set
1406,0.0006,Vector
1406,0.0001,Set
1408,0.0006,Vector
1408,0.0001,Set
1410,0.0005,Vector
1410,0.0001,Set
1412,0.0005,Vector
1412,0.0001,Set
1414,0.0005,Vector
1414,0.0001,Set
1416,0.0005,Vector
1416,0.0001,Set
1418,0.0005,Vector
1418,0.0001,Set
1420,0.0005,Vector
1420,0.0001,Set
1422,0.0005,Vector
1422,0.0001,Set
1424,0.0005,Vector
1424,0.0001,Set
1426,0.0005,Vector
1426,0.0001,Set
1428,0.0006,Vector
1428,0.0001,Set
1430,0.0006,Vector
1430,0.0002,Set
1432,0.0005,Vector
1432,0.0001,Set
1434,0.0007,Vector
1434,0.0001,Set
1436,0.0006,Vector
1436,0.0002,Set
1438,0.0005,Vector
1438,0.0001,Set
1440,0.0005,Vector
1440,0.0001,Set
1442,0.0006,Vector
1442,0.0001,Set
1444,0.0006,Vector
1444,0.0001,Set
1446,0.0006,Vector
1446,0.0001,Set
1448,0.0005,Vector
1448,0.0001,Set
1450,0.0006,Vector
1450,0.0001,Set
1452,0.0005,Vector
1452,0.0001,Set
1454,0.0006,Vector
1454,0.0001,Set
1456,0.0005,Vector
1456,0.0001,Set
1458,0.0006,Vector
1458,0.0001,Set
1460,0.0006,Vector
1460,0.0001,Set
1462,0.0006,Vector
1462,0.0001,Set
1464,0.0005,Vector
1464,0.0001,Set
1466,0.0006,Vector
1466,0.0001,Set
1468,0.0006,Vector
1468,0.0001,Set
1470,0.0005,Vector
1470,0.0001,Set
1472,0.0005,Vector
1472,0.0001,Set
1474,0.0006,Vector
1474,0.0001,Set
1476,0.0005,Vector
1476,0.0001,Set
1478,0.0005,Vector
1478,0.0001,Set
1480,0.0006,Vector
1480,0.0001,Set
1482,0.0005,Vector
1482,0.0001,Set
1484,0.0006,Vector
1484,0.0001,Set
1486,0.0006,Vector
1486,0.0001,Set
1488,0.0005,Vector
1488,0.0001,Set
1490,0.0006,Vector
1490,0.0001,Set
1492,0.0005,Vector
1492,0.0001,Set
1494,0.0006,Vector
1494,0.0001,Set
1496,0.0006,Vector
1496,0.0001,Set
1498,0.0006,Vector
1498,0.0001,Set
1500,0.0006,Vector
1500,0.0001,Set
1502,0.0006,Vector
1502,0.0001,Set
1504,0.0006,Vector
1504,0.0001,Set
1506,0.0006,Vector
1506,0.0001,Set
1508,0.0008,Vector
1508,0.0001,Set
1510,0.0006,Vector
1510,0.0001,Set
1512,0.0006,Vector
1512,0.0001,Set
1514,0.0006,Vector
1514,0.0001,Set
1516,0.0006,Vector
1516,0.0001,Set
1518,0.0006,Vector
1518,0.0001,Set
1520,0.0006,Vector
1520,0.0001,Set
1522,0.0006,Vector
1522,0.0002,Set
1524,0.0006,Vector
1524,0.0001,Set
1526,0.0005,Vector
1526,0.0001,Set
1528,0.0006,Vector
1528,0.0002,Set
1530,0.0006,Vector
1530,0.0001,Set
1532,0.0005,Vector
1532,0.0001,Set
1534,0.0006,Vector
1534,0.0001,Set
1536,0.0005,Vector
1536,0.0001,Set
1538,0.0006,Vector
1538,0.0001,Set
1540,0.0006,Vector
1540,0.0001,Set
1542,0.0006,Vector
1542,0.0001,Set
1544,0.0006,Vector
1544,0.0001,Set
1546,0.0006,Vector
1546,0.0001,Set
1548,0.0006,Vector
1548,0.0002,Set
1550,0.0006,Vector
1550,0.0001,Set
1552,0.0006,Vector
1552,0.0002,Set
1554,0.0006,Vector
1554,0.0001,Set
1556,0.0008,Vector
1556,0.0001,Set
1558,0.0006,Vector
1558,0.0001,Set
1560,0.0006,Vector
1560,0.0001,Set
1562,0.0006,Vector
1562,0.0001,Set
1564,0.0006,Vector
1564,0.0001,Set
1566,0.0006,Vector
1566,0.0001,Set
1568,0.0005,Vector
1568,0.0001,Set
1570,0.0006,Vector
1570,0.0001,Set
1572,0.0007,Vector
1572,0.0001,Set
1574,0.0006,Vector
1574,0.0001,Set
1576,0.0006,Vector
1576,0.0001,Set
1578,0.0006,Vector
1578,0.0001,Set
1580,0.0006,Vector
1580,0.0001,Set
1582,0.0006,Vector
1582,0.0001,Set
1584,0.0006,Vector
1584,0.0001,Set
1586,0.0006,Vector
1586,0.0001,Set
1588,0.0006,Vector
1588,0.0001,Set
1590,0.0006,Vector
1590,0.0001,Set
1592,0.0006,Vector
1592,0.0001,Set
1594,0.0006,Vector
1594,0.0001,Set
1596,0.0006,Vector
1596,0.0001,Set
1598,0.0006,Vector
1598,0.0001,Set
1600,0.0006,Vector
1600,0.0001,Set
1602,0.0006,Vector
1602,0.0001,Set
1604,0.0006,Vector
1604,0.0001,Set
1606,0.0006,Vector
1606,0.0001,Set
1608,0.0006,Vector
1608,0.0001,Set
1610,0.0006,Vector
1610,0.0001,Set
1612,0.0007,Vector
1612,0.0001,Set
1614,0.0006,Vector
1614,0.0001,Set
1616,0.0006,Vector
1616,0.0001,Set
1618,0.0006,Vector
1618,0.0001,Set
1620,0.0007,Vector
1620,0.0001,Set
1622,0.0014,Vector
1622,0.0001,Set
1624,0.0006,Vector
1624,0.0001,Set
1626,0.0006,Vector
1626,0.0001,Set
1628,0.0007,Vector
1628,0.0001,Set
1630,0.0006,Vector
1630,0.0001,Set
1632,0.0006,Vector
1632,0.0001,Set
1634,0.0012,Vector
1634,0.0001,Set
1636,0.0006,Vector
1636,0.0001,Set
1638,0.0006,Vector
1638,0.0001,Set
1640,0.0006,Vector
1640,0.0001,Set
1642,0.0006,Vector
1642,0.0001,Set
1644,0.0006,Vector
1644,0.0001,Set
1646,0.0009,Vector
1646,0.0001,Set
1648,0.0006,Vector
1648,0.0001,Set
1650,0.0006,Vector
1650,0.0001,Set
1652,0.0007,Vector
1652,0.0001,Set
1654,0.0006,Vector
1654,0.0001,Set
1656,0.0006,Vector
1656,0.0001,Set
1658,0.0006,Vector
1658,0.0001,Set
1660,0.0007,Vector
1660,0.0001,Set
1662,0.0007,Vector
1662,0.0001,Set
1664,0.0006,Vector
1664,0.0002,Set
1666,0.0006,Vector
1666,0.0001,Set
1668,0.001,Vector
1668,0.0002,Set
1670,0.0007,Vector
1670,0.0001,Set
1672,0.0006,Vector
1672,0.0001,Set
1674,0.0006,Vector
1674,0.0001,Set
1676,0.0006,Vector
1676,0.0001,Set
1678,0.0007,Vector
1678,0.0002,Set
1680,0.0006,Vector
1680,0.0001,Set
1682,0.0012,Vector
1682,0.0001,Set
1684,0.0015,Vector
1684,0.0001,Set
1686,0.0006,Vector
1686,0.0001,Set
1688,0.001,Vector
1688,0.0001,Set
1690,0.0007,Vector
1690,0.0001,Set
1692,0.0006,Vector
1692,0.0001,Set
1694,0.0006,Vector
1694,0.0001,Set
1696,0.0006,Vector
1696,0.0002,Set
1698,0.0006,Vector
1698,0.0001,Set
1700,0.0007,Vector
1700,0.0002,Set
1702,0.0006,Vector
1702,0.0001,Set
1704,0.0007,Vector
1704,0.0008,Set
1706,0.0006,Vector
1706,0.0001,Set
1708,0.0006,Vector
1708,0.0001,Set
1710,0.0011,Vector
1710,0.0001,Set
1712,0.0006,Vector
1712,0.0001,Set
1714,0.0007,Vector
1714,0.0001,Set
1716,0.0014,Vector
1716,0.0001,Set
1718,0.0006,Vector
1718,0.0001,Set
1720,0.0006,Vector
1720,0.0001,Set
1722,0.0006,Vector
1722,0.0001,Set
1724,0.0007,Vector
1724,0.0002,Set
1726,0.0006,Vector
1726,0.0001,Set
1728,0.0007,Vector
1728,0.0001,Set
1730,0.0006,Vector
1730,0.0001,Set
1732,0.0006,Vector
1732,0.0001,Set
1734,0.0007,Vector
1734,0.0001,Set
1736,0.0007,Vector
1736,0.0001,Set
1738,0.0007,Vector
1738,0.0001,Set
1740,0.0006,Vector
1740,0.0001,Set
1742,0.0007,Vector
1742,0.0001,Set
1744,0.0006,Vector
1744,0.0001,Set
1746,0.0007,Vector
1746,0.0001,Set
1748,0.0006,Vector
1748,0.0001,Set
1750,0.0006,Vector
1750,0.0001,Set
1752,0.0007,Vector
1752,0.0002,Set
1754,0.0007,Vector
1754,0.0002,Set
1756,0.0006,Vector
1756,0.0001,Set
1758,0.0006,Vector
1758,0.0001,Set
1760,0.0006,Vector
1760,0.0001,Set
1762,0.0006,Vector
1762,0.0001,Set
1764,0.0007,Vector
1764,0.0001,Set
1766,0.0007,Vector
1766,0.0001,Set
1768,0.0007,Vector
1768,0.0001,Set
1770,0.0007,Vector
1770,0.0001,Set
1772,0.0006,Vector
1772,0.0001,Set
1774,0.0006,Vector
1774,0.0001,Set
1776,0.0007,Vector
1776,0.0001,Set
1778,0.0007,Vector
1778,0.0001,Set
1780,0.0007,Vector
1780,0.0001,Set
1782,0.0006,Vector
1782,0.0001,Set
1784,0.0007,Vector
1784,0.0001,Set
1786,0.0007,Vector
1786,0.0002,Set
1788,0.0007,Vector
1788,0.0001,Set
1790,0.0007,Vector
1790,0.0001,Set
1792,0.0007,Vector
1792,0.0001,Set
1794,0.0007,Vector
1794,0.0001,Set
1796,0.0007,Vector
1796,0.0001,Set
1798,0.0007,Vector
1798,0.0001,Set
1800,0.0007,Vector
1800,0.0001,Set
1802,0.0007,Vector
1802,0.0001,Set
1804,0.0006,Vector
1804,0.0001,Set
1806,0.0007,Vector
1806,0.0002,Set
1808,0.0006,Vector
1808,0.0001,Set
1810,0.0006,Vector
1810,0.0001,Set
1812,0.0007,Vector
1812,0.0001,Set
1814,0.0007,Vector
1814,0.0001,Set
1816,0.0007,Vector
1816,0.0002,Set
1818,0.0007,Vector
1818,0.0002,Set
1820,0.0007,Vector
1820,0.0001,Set
1822,0.0007,Vector
1822,0.0001,Set
1824,0.0006,Vector
1824,0.0001,Set
1826,0.0007,Vector
1826,0.0001,Set
1828,0.0007,Vector
1828,0.0001,Set
1830,0.001,Vector
1830,0.0001,Set
1832,0.0007,Vector
1832,0.0001,Set
1834,0.0006,Vector
1834,0.0001,Set
1836,0.0007,Vector
1836,0.0001,Set
1838,0.0007,Vector
1838,0.0001,Set
1840,0.0007,Vector
1840,0.0001,Set
1842,0.0007,Vector
1842,0.0001,Set
1844,0.0007,Vector
1844,0.0001,Set
1846,0.0007,Vector
1846,0.0001,Set
1848,0.0006,Vector
1848,0.0001,Set
1850,0.0009,Vector
1850,0.0001,Set
1852,0.0009,Vector
1852,0.0001,Set
1854,0.0006,Vector
1854,0.0001,Set
1856,0.0007,Vector
1856,0.0001,Set
1858,0.0007,Vector
1858,0.0001,Set
1860,0.0009,Vector
1860,0.0001,Set
1862,0.0007,Vector
1862,0.0001,Set
1864,0.0007,Vector
1864,0.0001,Set
1866,0.0007,Vector
1866,0.0001,Set
1868,0.0007,Vector
1868,0.0001,Set
1870,0.0007,Vector
1870,0.0001,Set
1872,0.0006,Vector
1872,0.0001,Set
1874,0.0007,Vector
1874,0.0002,Set
1876,0.0007,Vector
1876,0.0001,Set
1878,0.0007,Vector
1878,0.0001,Set
1880,0.0007,Vector
1880,0.0001,Set
1882,0.0007,Vector
1882,0.0001,Set
1884,0.0009,Vector
1884,0.0001,Set
1886,0.0008,Vector
1886,0.0001,Set
1888,0.0006,Vector
1888,0.0001,Set
1890,0.0007,Vector
1890,0.0001,Set
1892,0.0011,Vector
1892,0.0001,Set
1894,0.0007,Vector
1894,0.0001,Set
1896,0.001,Vector
1896,0.0001,Set
1898,0.0012,Vector
1898,0.0001,Set
1900,0.0007,Vector
1900,0.0001,Set
1902,0.0007,Vector
1902,0.0002,Set
1904,0.0007,Vector
1904,0.0001,Set
1906,0.0007,Vector
1906,0.0001,Set
1908,0.001,Vector
1908,0.0001,Set
1910,0.0007,Vector
1910,0.0002,Set
1912,0.0007,Vector
1912,0.0001,Set
1914,0.001,Vector
1914,0.0001,Set
1916,0.0007,Vector
1916,0.0001,Set
1918,0.0007,Vector
1918,0.0001,Set
1920,0.0007,Vector
1920,0.0001,Set
1922,0.0007,Vector
1922,0.0001,Set
1924,0.0007,Vector
1924,0.0001,Set
1926,0.0007,Vector
1926,0.0001,Set
1928,0.0007,Vector
1928,0.0001,Set
1930,0.0007,Vector
1930,0.0001,Set
1932,0.0008,Vector
1932,0.0001,Set
1934,0.0007,Vector
1934,0.0001,Set
1936,0.0007,Vector
1936,0.0002,Set
1938,0.0008,Vector
1938,0.0001,Set
1940,0.0007,Vector
1940,0.0001,Set
1942,0.001,Vector
1942,0.0001,Set
1944,0.0007,Vector
1944,0.0001,Set
1946,0.0007,Vector
1946,0.0001,Set
1948,0.0007,Vector
1948,0.0001,Set
1950,0.001,Vector
1950,0.0001,Set
1952,0.0009,Vector
1952,0.0002,Set
1954,0.0009,Vector
1954,0.0001,Set
1956,0.0007,Vector
1956,0.0001,Set
1958,0.0007,Vector
1958,0.0001,Set
1960,0.0007,Vector
1960,0.0001,Set
1962,0.0007,Vector
1962,0.0001,Set
1964,0.0007,Vector
1964,0.0001,Set
1966,0.0007,Vector
1966,0.0001,Set
1968,0.0007,Vector
1968,0.0001,Set
1970,0.0008,Vector
1970,0.0001,Set
1972,0.0008,Vector
1972,0.0001,Set
1974,0.0007,Vector
1974,0.0001,Set
1976,0.0007,Vector
1976,0.0001,Set
1978,0.0007,Vector
1978,0.0001,Set
1980,0.0007,Vector
1980,0.0001,Set
1982,0.0007,Vector
1982,0.0001,Set
1984,0.0007,Vector
1984,0.0001,Set
1986,0.0007,Vector
1986,0.0001,Set
1988,0.0007,Vector
1988,0.0001,Set
1990,0.0007,Vector
1990,0.0001,Set
1992,0.0007,Vector
1992,0.0001,Set
1994,0.0008,Vector
1994,0.0001,Set
1996,0.0007,Vector
1996,0.0001,Set
1998,0.0008,Vector
1998,0.0002,Set
2000,0.0007,Vector
2000,0.0001,Set
2002,0.0008,Vector
2002,0.0002,Set
2004,0.0008,Vector
2004,0.0001,Set
2006,0.0007,Vector
2006,0.0001,Set
2008,0.0008,Vector
2008,0.0001,Set
2010,0.0008,Vector
2010,0.0001,Set
2012,0.0008,Vector
2012,0.0001,Set
2014,0.0008,Vector
2014,0.0001,Set
2016,0.0007,Vector
2016,0.0001,Set
2018,0.0008,Vector
2018,0.0001,Set
2020,0.0008,Vector
2020,0.0001,Set
2022,0.0008,Vector
2022,0.0001,Set
2024,0.0008,Vector
2024,0.0001,Set
2026,0.0008,Vector
2026,0.0001,Set
2028,0.0008,Vector
2028,0.0001,Set
2030,0.0008,Vector
2030,0.0001,Set
2032,0.0007,Vector
2032,0.0001,Set
2034,0.0007,Vector
2034,0.0001,Set
2036,0.0008,Vector
2036,0.0001,Set
2038,0.0007,Vector
2038,0.0001,Set
2040,0.0007,Vector
2040,0.0001,Set
2042,0.0008,Vector
2042,0.0001,Set
2044,0.0007,Vector
2044,0.0001,Set
2046,0.0007,Vector
2046,0.0001,Set
2048,0.0007,Vector
2048,0.0001,Set
2050,0.0007,Vector
2050,0.0001,Set
2052,0.0008,Vector
2052,0.0001,Set
2054,0.0008,Vector
2054,0.0001,Set
2056,0.0008,Vector
2056,0.0001,Set
2058,0.0008,Vector
2058,0.0001,Set
2060,0.0008,Vector
2060,0.0001,Set
2062,0.0008,Vector
2062,0.0001,Set
2064,0.0007,Vector
2064,0.0001,Set
2066,0.0007,Vector
2066,0.0001,Set
2068,0.0007,Vector
2068,0.0001,Set
2070,0.0007,Vector
2070,0.0001,Set
2072,0.0007,Vector
2072,0.0001,Set
2074,0.0008,Vector
2074,0.0001,Set
2076,0.0008,Vector
2076,0.0001,Set
2078,0.0007,Vector
2078,0.0001,Set
2080,0.0007,Vector
2080,0.0001,Set
2082,0.0007,Vector
2082,0.0001,Set
2084,0.0008,Vector
2084,0.0001,Set
2086,0.0008,Vector
2086,0.0001,Set
2088,0.001,Vector
2088,0.0001,Set
2090,0.0013,Vector
2090,0.0024,Set
2092,0.0008,Vector
2092,0.0002,Set
2094,0.0129,Vector
2094,0.0012,Set
2096,0.0013,Vector
2096,0.0002,Set
2098,0.0023,Vector
2098,0.0011,Set
2100,0.0014,Vector
2100,0.0002,Set
2102,0.0014,Vector
2102,0.0002,Set
2104,0.0014,Vector
2104,0.0002,Set
2106,0.0014,Vector
2106,0.0002,Set
2108,0.0014,Vector
2108,0.0002,Set
2110,0.0014,Vector
2110,0.0002,Set
2112,0.0014,Vector
2112,0.0002,Set
2114,0.0014,Vector
2114,0.0002,Set
2116,0.0014,Vector
2116,0.0002,Set
2118,0.0014,Vector
2118,0.0002,Set
2120,0.0013,Vector
2120,0.0001,Set
2122,0.0015,Vector
2122,0.0001,Set
2124,0.0014,Vector
2124,0.0002,Set
2126,0.0014,Vector
2126,0.0002,Set
2128,0.0013,Vector
2128,0.0002,Set
2130,0.0014,Vector
2130,0.0002,Set
2132,0.0014,Vector
2132,0.0002,Set
2134,0.0014,Vector
2134,0.0002,Set
2136,0.0014,Vector
2136,0.0002,Set
2138,0.0014,Vector
2138,0.0002,Set
2140,0.0015,Vector
2140,0.0001,Set
2142,0.0014,Vector
2142,0.0002,Set
2144,0.0013,Vector
2144,0.0002,Set
2146,0.0015,Vector
2146,0.0002,Set
2148,0.0014,Vector
2148,0.0002,Set
2150,0.0014,Vector
2150,0.0002,Set
2152,0.0015,Vector
2152,0.0002,Set
2154,0.0014,Vector
2154,0.0002,Set
2156,0.0015,Vector
2156,0.0002,Set
2158,0.0014,Vector
2158,0.0001,Set
2160,0.0013,Vector
2160,0.0002,Set
2162,0.0014,Vector
2162,0.0002,Set
2164,0.0014,Vector
2164,0.0002,Set
2166,0.0014,Vector
2166,0.0002,Set
2168,0.0015,Vector
2168,0.0002,Set
2170,0.0014,Vector
2170,0.0002,Set
2172,0.0015,Vector
2172,0.0002,Set
2174,0.0014,Vector
2174,0.0002,Set
2176,0.0014,Vector
2176,0.0002,Set
2178,0.0015,Vector
2178,0.0002,Set
2180,0.0014,Vector
2180,0.0002,Set
2182,0.0015,Vector
2182,0.0002,Set
2184,0.0014,Vector
2184,0.0002,Set
2186,0.0015,Vector
2186,0.0002,Set
2188,0.0015,Vector
2188,0.0002,Set
2190,0.0014,Vector
2190,0.0002,Set
2192,0.0014,Vector
2192,0.0002,Set
2194,0.0015,Vector
2194,0.0002,Set
2196,0.0015,Vector
2196,0.0002,Set
2198,0.0014,Vector
2198,0.0002,Set
2200,0.0014,Vector
2200,0.0002,Set
2202,0.0015,Vector
2202,0.0002,Set
2204,0.0014,Vector
2204,0.0002,Set
2206,0.0015,Vector
2206,0.0002,Set
2208,0.0013,Vector
2208,0.0002,Set
2210,0.0014,Vector
2210,0.0002,Set
2212,0.0015,Vector
2212,0.0002,Set
2214,0.0015,Vector
2214,0.0002,Set
2216,0.0014,Vector
2216,0.0002,Set
2218,0.0015,Vector
2218,0.0002,Set
2220,0.0014,Vector
2220,0.0002,Set
2222,0.0014,Vector
2222,0.0002,Set
2224,0.0013,Vector
2224,0.0002,Set
2226,0.0014,Vector
2226,0.0002,Set
2228,0.0014,Vector
2228,0.0001,Set
2230,0.0015,Vector
2230,0.0002,Set
2232,0.0015,Vector
2232,0.0002,Set
2234,0.0015,Vector
2234,0.0002,Set
2236,0.0015,Vector
2236,0.0002,Set
2238,0.0014,Vector
2238,0.0002,Set
2240,0.0014,Vector
2240,0.0002,Set
2242,0.0014,Vector
2242,0.0002,Set
2244,0.0015,Vector
2244,0.0002,Set
2246,0.0015,Vector
2246,0.0002,Set
2248,0.0014,Vector
2248,0.0002,Set
2250,0.0015,Vector
2250,0.0002,Set
2252,0.0015,Vector
2252,0.0002,Set
2254,0.0015,Vector
2254,0.0002,Set
2256,0.0014,Vector
2256,0.0002,Set
2258,0.0014,Vector
2258,0.0002,Set
2260,0.0015,Vector
2260,0.0002,Set
2262,0.0015,Vector
2262,0.0002,Set
2264,0.0015,Vector
2264,0.0002,Set
2266,0.0015,Vector
2266,0.0002,Set
2268,0.0015,Vector
2268,0.0002,Set
2270,0.0014,Vector
2270,0.0002,Set
2272,0.0014,Vector
2272,0.0002,Set
2274,0.0014,Vector
2274,0.0001,Set
2276,0.0014,Vector
2276,0.0002,Set
2278,0.0015,Vector
2278,0.0002,Set
2280,0.0015,Vector
2280,0.0002,Set
2282,0.0015,Vector
2282,0.0002,Set
2284,0.0015,Vector
2284,0.0002,Set
2286,0.0015,Vector
2286,0.0002,Set
2288,0.0015,Vector
2288,0.0002,Set
2290,0.0015,Vector
2290,0.0002,Set
2292,0.0015,Vector
2292,0.0002,Set
2294,0.0015,Vector
2294,0.0002,Set
2296,0.0015,Vector
2296,0.0002,Set
2298,0.0015,Vector
2298,0.0002,Set
2300,0.0015,Vector
2300,0.0002,Set
2302,0.0015,Vector
2302,0.0002,Set
2304,0.0014,Vector
2304,0.0002,Set
2306,0.0015,Vector
2306,0.0002,Set
2308,0.0015,Vector
2308,0.0002,Set
2310,0.0015,Vector
2310,0.0002,Set
2312,0.0015,Vector
2312,0.0002,Set
2314,0.0015,Vector
2314,0.0002,Set
2316,0.0015,Vector
2316,0.0002,Set
2318,0.0015,Vector
2318,0.0002,Set
2320,0.0015,Vector
2320,0.0002,Set
2322,0.0015,Vector
2322,0.0002,Set
2324,0.0015,Vector
2324,0.0002,Set
2326,0.0015,Vector
2326,0.0002,Set
2328,0.0015,Vector
2328,0.0002,Set
2330,0.0015,Vector
2330,0.0002,Set
2332,0.0016,Vector
2332,0.0002,Set
2334,0.0016,Vector
2334,0.0002,Set
2336,0.0014,Vector
2336,0.0002,Set
2338,0.0015,Vector
2338,0.0002,Set
2340,0.0015,Vector
2340,0.0002,Set
2342,0.0015,Vector
2342,0.0002,Set
2344,0.0015,Vector
2344,0.0002,Set
2346,0.0015,Vector
2346,0.0002,Set
2348,0.0015,Vector
2348,0.0002,Set
2350,0.0016,Vector
2350,0.0002,Set
2352,0.0014,Vector
2352,0.0001,Set
2354,0.0016,Vector
2354,0.0002,Set
2356,0.0015,Vector
2356,0.0002,Set
2358,0.0015,Vector
2358,0.0002,Set
2360,0.0016,Vector
2360,0.0002,Set
2362,0.0015,Vector
2362,0.0002,Set
2364,0.0015,Vector
2364,0.0002,Set
2366,0.0015,Vector
2366,0.0002,Set
2368,0.0015,Vector
2368,0.0002,Set
2370,0.0015,Vector
2370,0.0002,Set
2372,0.0016,Vector
2372,0.0002,Set
2374,0.0016,Vector
2374,0.0002,Set
2376,0.0015,Vector
2376,0.0002,Set
2378,0.0016,Vector
2378,0.0002,Set
2380,0.0016,Vector
2380,0.0002,Set
2382,0.0015,Vector
2382,0.0002,Set
2384,0.0014,Vector
2384,0.0002,Set
2386,0.0016,Vector
2386,0.0002,Set
2388,0.0015,Vector
2388,0.0002,Set
2390,0.0016,Vector
2390,0.0001,Set
2392,0.0016,Vector
2392,0.0002,Set
2394,0.0015,Vector
2394,0.0001,Set
2396,0.0015,Vector
2396,0.0002,Set
2398,0.0016,Vector
2398,0.0001,Set
2400,0.0015,Vector
2400,0.0002,Set
2402,0.0015,Vector
2402,0.0002,Set
2404,0.0016,Vector
2404,0.0002,Set
2406,0.0016,Vector
2406,0.0002,Set
2408,0.0016,Vector
2408,0.0002,Set
2410,0.0015,Vector
2410,0.0002,Set
2412,0.0016,Vector
2412,0.0002,Set
2414,0.0016,Vector
2414,0.0002,Set
2416,0.0015,Vector
2416,0.0002,Set
2418,0.0016,Vector
2418,0.0002,Set
2420,0.0015,Vector
2420,0.0002,Set
2422,0.0016,Vector
2422,0.0002,Set
2424,0.0016,Vector
2424,0.0001,Set
2426,0.0016,Vector
2426,0.0002,Set
2428,0.0015,Vector
2428,0.0001,Set
2430,0.0015,Vector
2430,0.0002,Set
2432,0.0015,Vector
2432,0.0002,Set
2434,0.0016,Vector
2434,0.0002,Set
2436,0.0016,Vector
2436,0.0002,Set
2438,0.0016,Vector
2438,0.0002,Set
2440,0.0015,Vector
2440,0.0002,Set
2442,0.0016,Vector
2442,0.0002,Set
2444,0.0015,Vector
2444,0.0002,Set
2446,0.0016,Vector
2446,0.0002,Set
2448,0.0015,Vector
2448,0.0002,Set
2450,0.0016,Vector
2450,0.0002,Set
2452,0.0016,Vector
2452,0.0002,Set
2454,0.0016,Vector
2454,0.0002,Set
2456,0.0015,Vector
2456,0.0001,Set
2458,0.0016,Vector
2458,0.0002,Set
2460,0.0016,Vector
2460,0.0002,Set
2462,0.0016,Vector
2462,0.0002,Set
2464,0.0015,Vector
2464,0.0002,Set
2466,0.0016,Vector
2466,0.0002,Set
2468,0.0016,Vector
2468,0.0002,Set
2470,0.0016,Vector
2470,0.0002,Set
2472,0.0015,Vector
2472,0.0001,Set
2474,0.0016,Vector
2474,0.0002,Set
2476,0.0016,Vector
2476,0.0002,Set
2478,0.0016,Vector
2478,0.0002,Set
2480,0.0015,Vector
2480,0.0002,Set
2482,0.0016,Vector
2482,0.0002,Set
2484,0.0016,Vector
2484,0.0002,Set
2486,0.0016,Vector
2486,0.0002,Set
2488,0.0016,Vector
2488,0.0002,Set
2490,0.0016,Vector
2490,0.0002,Set
2492,0.0017,Vector
2492,0.0002,Set
2494,0.0017,Vector
2494,0.0001,Set
2496,0.0016,Vector
2496,0.0002,Set
2498,0.0016,Vector
2498,0.0002,Set
2500,0.0016,Vector
2500,0.0002,Set
2502,0.0016,Vector
2502,0.0002,Set
2504,0.0016,Vector
2504,0.0002,Set
2506,0.0016,Vector
2506,0.0002,Set
2508,0.0017,Vector
2508,0.0002,Set
2510,0.0017,Vector
2510,0.0002,Set
2512,0.0016,Vector
2512,0.0002,Set
2514,0.0017,Vector
2514,0.0002,Set
2516,0.0016,Vector
